faq regimen retribucion energias renovables;https://www.miteco.gob.es/es/energia/renovables/regimen-economico-energias-renovables.html
energia renovable idae;https://www.idae.es/tecnologias/energias-renovables
normativa autoconsumo;https://www.boe.es/buscar/act.php?id=BOE-A-2019-5089
subvenciones autoconsumo;https://www.comunidad.madrid/servicios/medio-ambiente/ayudas-instalaciones-autoconsumo
