Preguntas frecuentes sobre autoconsumo;https://www.miteco.gob.es/es/energia/energia-electrica/electricidad/autoconsumo-electrico/preguntas-frecuentes-autoconsumo.html
PREGUNTAS FRECUENTES sobre AUTOCONSUMO - Idae (PDF);https://www.idae.es/sites/default/files/documentos/idae/tecnologias/energias_renovables/OFICINA-de-AUTOCONSUMO/2023-03-31-99_preguntas_FAQ_v2.pdf
Las 10 preguntas más comunes sobre el autoconsumo colectivo;https://energanova.es/10-preguntas-sobre-autoconsumo-colectivo-para-comunidades-de-vecinos/
